Path,Dissimilarity,Contrast,Homogeneity,Energy,Correlation,ASM,Label
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_31_13.jpg,0.8020253340757239,1.803148862551702,0.6907321052092521,0.46354690420887706,0.31615012216759786,0.21487573240163382,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_4_14.jpg,0.7570096245625199,1.5542375914731148,0.697087039506059,0.4956438121518976,0.21455536087544325,0.24566278852446558,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_7_15.jpg,0.94937659083678,2.243333399618199,0.6428139720395796,0.4384928025536278,0.14945078419739205,0.19227593789133485,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_9_16.jpg,0.8989271794463888,2.1189399061406298,0.6614510735760164,0.45302999361952473,0.21945297538115713,0.20523617511890663,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_0_17.jpg,1.0323437002863505,2.137378698695514,0.5863729583126445,0.2993480253524585,0.1596767664072917,0.08960924028241617,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_11_19.jpg,0.9498786986955138,1.9033069519567292,0.6137177401034174,0.316231718615778,0.23677782652237392,0.10000249985868857,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_12_20.jpg,0.9564707286032452,1.8696905822462613,0.6076102684613428,0.3150884320464251,0.19369244507337866,0.09928072000947465,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_13_21.jpg,0.9347309497295578,1.8425121301304483,0.6175957474186791,0.31625623177264106,0.21330284121518756,0.10001800413503047,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_14_22.jpg,0.9049425310213173,1.7848442968501432,0.6301332217220056,0.3266068897631675,0.22746208654595132,0.10667206044076985,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_15_23.jpg,1.0029877903277125,2.0429277362392617,0.595680930390784,0.3031572779817464,0.18662800130430002,0.09190433519330185,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_16_24.jpg,0.9297844416162903,1.8649180719058227,0.622598262624137,0.3194776396887313,0.23030226981776664,0.1020659622610828,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_17_25.jpg,0.9753768294622971,1.9886404311167674,0.6068717485194052,0.3160587852454309,0.1803026374755061,0.0998931557308174,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_18_26.jpg,0.9967536986955139,2.0014665526566975,0.5956155675144359,0.30645199380902033,0.17325093253348683,0.09391282450952385,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_19_27.jpg,1.0545060451797645,2.2698755170219536,0.5844861123227263,0.3017017067208278,0.13771612246185833,0.0910239198382604,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_1_18.jpg,0.9905593779828189,2.009967586700604,0.5999155492101826,0.30625452266042613,0.17086412744775595,0.09379183264996548,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_20_28.jpg,0.9598164572064904,2.0097389039134583,0.6177291229690763,0.31248525045204695,0.25551122790703656,0.0976470317500785,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_21_29.jpg,0.969202394209354,1.895546651288578,0.6025074729032461,0.3135740943849661,0.17170244174252694,0.09832871266935161,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_22_30.jpg,1.006413060769965,2.166729637289214,0.6034849753617768,0.31096773785326787,0.16477300920212654,0.09670093398557872,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_23_31.jpg,1.0313643413935731,2.152605989500477,0.5879405223321033,0.29815023409295066,0.16672822300665177,0.08889356208968129,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_24_32.jpg,0.9486805997454661,1.868790765192491,0.6118013200915156,0.31982371598224935,0.20242573172887957,0.1022872093046945,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_25_33.jpg,1.0595768374164811,2.3009067769646836,0.5844893606540403,0.29297921086155765,0.20455500177674313,0.08583681799706107,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_26_34.jpg,0.9815065224307986,2.046422605790646,0.6077052988045553,0.31433427464348934,0.18074751699170355,0.0988060362156486,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_28_35.jpg,0.9372414890232262,1.8810054088450525,0.6199220623730974,0.3204500941827339,0.23311235458820107,0.10268826286172303,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_29_36.jpg,0.9865673719376391,1.9531697422844418,0.5971632131708444,0.3120475523695951,0.1512296998238486,0.09737367493985519,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_30_38.jpg,0.9546561804008908,1.9381611915367485,0.6144796322090227,0.31133321365981215,0.23346324410574984,0.09692836992774624,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_31_39.jpg,1.0393433821189946,2.301374085268851,0.5949689166942377,0.303748742752758,0.17460056422042083,0.09226329872388113,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_32_40.jpg,0.9517926741966275,1.9410545259306393,0.6156907913123115,0.31424683720898133,0.3033157561481929,0.09875107469584801,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_3_37.jpg,0.9883322064906142,2.072895124085269,0.6059746492586218,0.3062777551355045,0.19684226636017982,0.09380606329084405,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_5_41.jpg,0.9645541679923639,1.922098711422208,0.6075233857335424,0.3062188536720359,0.22827457965719816,0.09376998634421571,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_6_42.jpg,1.0638571826280625,2.3060521396754696,0.5816541152094423,0.29213567286463943,0.19358585568672693,0.08534325136007562,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_7_43.jpg,0.938325246579701,1.8750298281896278,0.6187744141257668,0.31859315584400005,0.17591398679565468,0.10150159895063929,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_8_44.jpg,0.9516882755329304,1.8905305440661786,0.6117351926208209,0.3173155345790026,0.19025976640314998,0.1006891484851582,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_9_45.jpg,0.9984041918549157,2.005045935412027,0.5946215663134389,0.31327394643796946,0.11993496633798269,0.09814056551681975,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_0_46.jpg,1.530529152083996,4.525478245307031,0.49736944461246013,0.1886207989355293,0.37200854740908273,0.035577805791077374,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_10_48.jpg,1.5091274260260896,4.440791043588927,0.5035989777759888,0.1958104681188696,0.39281559331018057,0.03834173942493085,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_11_49.jpg,1.4508580575882912,4.121753698695514,0.5117897068079253,0.18363095656633102,0.4563096393663441,0.03372032820946575,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_12_50.jpg,1.4312509942729876,4.131398146675151,0.5226246794372449,0.20293992181120893,0.4304629220126371,0.041184611864739595,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_13_51.jpg,1.4563215876551066,4.152730273623926,0.5102487457982512,0.1854203277439649,0.42487534411290856,0.03438069794067937,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_17_52.jpg,1.448904311167674,4.174763363028953,0.517180823244707,0.20180267222103596,0.4264128847365259,0.040724318515550875,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_18_53.jpg,1.5671730830416797,4.686734409799556,0.48931108520924127,0.18672816061435046,0.35965898720734896,0.034867405966418664,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_1_47.jpg,1.4696697025135221,4.33301682309895,0.5173043656091361,0.20699401410006038,0.41437156692348553,0.042846521873255994,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_20_54.jpg,1.4716234489341393,4.156160515431116,0.5029523869380413,0.18858850436786337,0.4326505964183515,0.035565623979707625,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_21_55.jpg,1.5303949252306714,4.6436227330575885,0.5037278011197996,0.17872685089126833,0.37603975958805635,0.03194328722950966,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_22_56.jpg,1.4212038657333759,4.131204263442571,0.5273014229769437,0.19975550006400825,0.44621663330011624,0.039902259805821995,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_23_57.jpg,1.5591194718421892,4.614888243716194,0.48726402403749114,0.18300280253279355,0.365610470361846,0.033490025734856634,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_24_58.jpg,1.4502813792554883,4.140455973592109,0.5126543556588674,0.19629224465493192,0.42993418307050324,0.03853064531167165,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_25_59.jpg,1.4377783964365256,4.075753658924595,0.5147783699242006,0.18243965321019753,0.4376372649326269,0.03328422706345714,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_28_60.jpg,1.4471444479796371,4.2421651288577795,0.5210322546777741,0.2020081465352865,0.4293273701948158,0.04080729126662179,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_29_61.jpg,1.362168907095132,3.8090747295577474,0.5360160106258053,0.18856343931354697,0.4808674299631742,0.035556170645753706,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_30_62.jpg,1.4512259385937005,4.113590717467388,0.5102226261848544,0.19417581883289492,0.42847974630012436,0.03770424861942523,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_31_63.jpg,1.5481774976137448,4.564404032771238,0.4894078341722207,0.18060289318522393,0.3691026815749735,0.0326174050268734,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_32_64.jpg,1.5326171253579384,4.526223950047726,0.49609276285849224,0.1826360981594229,0.3877272254773805,0.03335594435089835,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_4_65.jpg,1.548495664969774,4.690418191218582,0.4975428334432412,0.1952802551658375,0.368124141773748,0.0381343780576346,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_6_66.jpg,1.496624443207127,4.359534083678014,0.5039014783590557,0.19445383933748195,0.3970517307889964,0.037812295633087245,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_8_67.jpg,1.5625397709195035,4.725441457206491,0.4926620716282383,0.17745072433862785,0.36405622529260173,0.03148875956830369,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_3_9_68.jpg,1.436813951638562,4.091940423162583,0.5162579605311002,0.18419652503011744,0.4371915704146394,0.033928359833170676,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_10_70.jpg,0.8422188195991092,1.698675628380528,0.6600839251517228,0.23967260772568025,0.6317391768457898,0.0574429588940278,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_11_71.jpg,0.7927089961819918,1.534247733057588,0.675026689791322,0.23334984537483835,0.7015235091156072,0.054452150336460975,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_13_72.jpg,0.8008023783009863,1.5428084234807509,0.671245289320137,0.2426671297282102,0.691364429378531,0.058887335850528,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_15_73.jpg,0.8117045816099269,1.5958976296531975,0.6691180530607197,0.23095358913930844,0.7045046897350528,0.05333956033632849,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_18_74.jpg,0.8411499761374482,1.7356277839643652,0.6642553451858034,0.2353371753330404,0.6718384229904407,0.0553835860937342,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_1_69.jpg,0.764113705058861,1.5056325564747057,0.688704297379417,0.2347868591838793,0.7255585316568877,0.05512486924543076,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_20_76.jpg,0.8026616687877823,1.5286201479478208,0.6688508737185126,0.23846986481301863,0.6791381149308869,0.056867876423939374,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_21_77.jpg,0.7881751113585745,1.5129901765828824,0.6758373186004443,0.23057835532259452,0.7220663045568468,0.05316637794327265,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_22_78.jpg,0.8087665049315941,1.6672218024180718,0.6765949485372958,0.24260070466720648,0.6783381540215263,0.058855101905025145,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_23_79.jpg,0.7895919503658925,1.5067013999363665,0.6741724258706442,0.23926290895242394,0.6830480321853482,0.057246739600375914,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_25_80.jpg,0.875571706967865,1.8050081530384983,0.6509544480196173,0.22148397297896041,0.6756961600731157,0.04905515028654486,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_26_81.jpg,0.8681345450206809,1.7744541441298125,0.6523910542974558,0.2239978618809045,0.6859730811172263,0.050175042127216775,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_27_82.jpg,0.7412404549793191,1.4770621221762648,0.6992633436663471,0.2461124657238609,0.7310148751821441,0.0605713457846786,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_28_83.jpg,0.7587794304804327,1.4315741329939549,0.6855955838433241,0.2459882031881941,0.7083307705783154,0.06051019610775626,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_29_84.jpg,0.8586392379891823,1.726450644288896,0.6537407334900538,0.23118155152533548,0.6522327799957651,0.05344490976566134,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_2_75.jpg,0.7799972160356348,1.446329144129812,0.6747562945347236,0.24468589677580002,0.6862736435714356,0.05987118808097746,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_30_85.jpg,0.8417962535793827,1.67606088927776,0.6589097173887313,0.23355396807412035,0.6605762039598224,0.054547456003167225,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_31_86.jpg,0.739033168946866,1.403933343938912,0.6945505742128957,0.23388828464770553,0.749919195320284,0.054703729695446124,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_32_87.jpg,0.9191059497295578,1.9731248011454023,0.639836621894381,0.2259191554485213,0.6101222158205618,0.05103946479857314,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_7_88.jpg,0.8203199570474069,1.6491260340439071,0.668809386380091,0.22772179175852628,0.7038624492031613,0.0518572144417136,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_8_89.jpg,0.7997633630289531,1.541829064587973,0.6717229673066991,0.24044747436091482,0.6860842572652671,0.057814987926542785,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_closing_sq_5_9_90.jpg,0.7585408049634108,1.3742045816099269,0.6807682589911072,0.2553046737326883,0.6632024077914486,0.06518047642975443,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_0_91.jpg,1.4429983296213806,4.065721444479797,0.5119889813298368,0.19203178754151223,0.4728366345586273,0.036876207426388495,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_11_93.jpg,1.604821229716831,5.078622136493795,0.4935380814190342,0.1646909153126571,0.4345862481980668,0.027123097586520793,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_12_94.jpg,1.6598144686605156,5.1438862153993,0.46933848481687634,0.16764614751714518,0.3877585582525475,0.028105230777340402,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_14_95.jpg,1.5941178810054089,4.841572542157175,0.48483120301540317,0.1767906961884056,0.415251599743242,0.03125495025878113,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_15_96.jpg,1.4547108654152083,4.307598234171174,0.5222391636865795,0.18461919172486177,0.5224858831943318,0.03408424595314127,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_16_97.jpg,1.7152203308940501,5.5795517817371945,0.46903123971437544,0.165675100038154,0.40029868645527267,0.027448238772652338,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_19_98.jpg,1.4455983534839327,4.2741658049634115,0.5243011737168278,0.18152090637970342,0.5324601171588591,0.03294983945290905,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_1_92.jpg,1.676553054406618,5.229955456570156,0.4664376698106883,0.1658461469012278,0.3690163393466683,0.027504944441983627,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_20_99.jpg,1.694151686286987,5.404052656697423,0.46860686685853725,0.1583299956321352,0.3759319570230392,0.025068387516871952,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_21_100.jpg,1.5473025373846643,4.485200246579701,0.48529807014057147,0.1835163694489789,0.3979084073857859,0.03367825785573411,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_22_101.jpg,1.564384147311486,4.597632636016545,0.4845862014690211,0.163479541089281,0.4357792415181538,0.026725560354761913,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_23_102.jpg,1.5024807111040408,4.339907134902959,0.4989140759206182,0.17213550101880742,0.4694662302088755,0.02963063071099585,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_24_103.jpg,1.5974486955138403,4.751958717785556,0.476883074075446,0.1658792279326157,0.40347330367718964,0.027515918259520676,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_25_104.jpg,1.606456808781419,4.929804327076042,0.4836539219797768,0.17507509648656436,0.43213356540439263,0.030651289409779816,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_27_105.jpg,1.5708866926503342,4.591925509067769,0.4807158431492327,0.18257110837300033,0.3823164754404895,0.03333220961254583,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_28_106.jpg,1.5523087018771875,4.482083200763602,0.4828011261225594,0.1789875872079202,0.4064581549631572,0.032036556374512845,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_30_108.jpg,1.521456411072224,4.452811804008909,0.4974755850230762,0.17833408954566052,0.4375919071052982,0.03180304749407967,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_32_109.jpg,1.591890709513204,4.82968103722558,0.48564711911462854,0.17757102101952202,0.39529219657751286,0.03153146750591553,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_3_107.jpg,1.658134147311486,5.253037503977092,0.47765809221384525,0.16136074848335433,0.3931086828221487,0.026037291151108338,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_4_110.jpg,1.4411937241489021,4.152784958638244,0.518062342599181,0.1751818625663218,0.49530542004045475,0.030688684972205657,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_6_111.jpg,1.591786310849507,4.770278197581928,0.4813504711212444,0.16406839534479534,0.43462042912063475,0.02691843835101606,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_7_112.jpg,1.5465767181037224,4.668743040089087,0.49849126009846734,0.18262361790430162,0.44782122376702177,0.03335138581645636,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_3_8_113.jpg,1.6506920139993637,5.004842109449571,0.4663642478149389,0.1620713918680036,0.40038547495003307,0.02626713606203198,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_0_114.jpg,0.26487929525930637,0.39479100381800825,0.8801245901630336,0.6499718715983066,0.6737804832333543,0.42246343386900553,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_10_116.jpg,0.2240892459433662,0.3284282532612154,0.898070881807617,0.6900207468007276,0.7163424299133639,0.47612863101543385,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_11_117.jpg,0.23482242284441615,0.3250129255488387,0.8914748942021559,0.6306553922316286,0.8517747380334317,0.3977262237508293,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_12_118.jpg,0.2959055838370983,0.44153674832962136,0.8663511683769118,0.5309375169265258,0.8388371629442841,0.28189464688010485,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_13_119.jpg,0.3115305838370983,0.49489440820871783,0.8619433758384285,0.6038596703352886,0.6926996820807312,0.3646465014574435,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_15_120.jpg,0.27489162424435254,0.4356257954183901,0.8777274634074467,0.6326794146470444,0.7142637657319155,0.4002832417181267,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_16_121.jpg,0.28570931434934776,0.48632377505567925,0.8758133597464054,0.6338686248086249,0.6751093184951722,0.4017894335167773,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_17_122.jpg,0.27905265669742285,0.39122653515749284,0.8715561982888067,0.5943066422508131,0.8303869048132224,0.35320038502343587,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_18_123.jpg,0.26148385300668153,0.40665765192491254,0.8832103914034347,0.6766037161943463,0.6766127434936138,0.4577925887679995,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_19_124.jpg,0.2751749920458161,0.38692133312122173,0.8734793516944211,0.5823027921903478,0.823697445871329,0.3390765417926754,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_1_115.jpg,0.31756582087177854,0.5052149618199172,0.859127203691718,0.5291657304598404,0.8052815132213442,0.28001637029309645,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_20_126.jpg,0.2599825007954184,0.3899638084632517,0.8827147800614163,0.6470530165359962,0.7912224282596677,0.4186776062083323,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_24_127.jpg,0.28981069042316254,0.4410495545657016,0.8696589954446466,0.6268456589642647,0.6864830981154636,0.3929354801623432,Cap
dataset_magang/Training/Cap\Yogya-Cap-Nogosari--Sogan_dilation_sq_5_25_128.jpg,0.27267439548202355,0.42328686764237994,0.878158555588588,0.6420949988620728,0.7662221697712845,0.41228598756368523,Cap
